date,ticker,side,price,shares,reason
2011-05-31,FLRY3.SA,BUY,6.945304393768311,7105,REBAL_ADD
2011-05-31,VIVT3.SA,BUY,8.471224784851074,5825,REBAL_ADD
2011-05-31,BGIP3.SA,BUY,11.49948501586914,4291,REBAL_ADD
2011-05-31,BRKM3.SA,BUY,11.177608489990234,4415,REBAL_ADD
2011-05-31,JHSF3.SA,BUY,2.9556288719177246,16697,REBAL_ADD
2011-05-31,MSPA3.SA,BUY,28.189348220825195,1750,REBAL_ADD
2011-05-31,GUAR3.SA,BUY,8.023344993591309,6151,REBAL_ADD
2011-05-31,LREN3.SA,BUY,5.8778252601623535,8396,REBAL_ADD
2011-05-31,ELET3.SA,BUY,12.944198608398438,3812,REBAL_ADD
2011-05-31,CGAS3.SA,BUY,11.398221969604492,4329,REBAL_ADD
2011-05-31,POMO3.SA,BUY,2.051910638809204,24051,REBAL_ADD
2011-05-31,MDIA3.SA,BUY,11.224722862243652,4396,REBAL_ADD
2011-05-31,MRFG3.SA,BUY,8.751063346862793,5639,REBAL_ADD
2011-05-31,ENGI3.SA,BUY,1.027491807937622,48031,REBAL_ADD
2011-06-10,FLRY3.SA,SELL,6.250770092010498,7105,STOP_LOSS
2011-06-13,ENGI3.SA,SELL,1.0923861265182495,48031,TRAIL_STOP
2011-06-22,ELET3.SA,SELL,11.834696769714355,3812,STOP_LOSS
2011-06-27,ENEV3.SA,SELL,135.8480987548828,376,TRAIL_STOP
2011-06-30,BRKM3.SA,SELL,11.086732864379885,4415,REBAL_DROP
2011-06-30,LREN3.SA,SELL,5.858889579772949,8396,REBAL_DROP
2011-06-30,CGAS3.SA,SELL,11.278328895568848,4329,REBAL_DROP
2011-06-30,POMO3.SA,SELL,2.00018572807312,24051,REBAL_DROP
2011-06-30,MDIA3.SA,SELL,10.833162307739258,4396,REBAL_DROP
2011-06-30,MRFG3.SA,SELL,9.42422103881836,5639,REBAL_DROP
2011-06-30,ENEV3.SA,BUY,143.5056610107422,340,REBAL_ADD
2011-06-30,CMIG3.SA,BUY,2.8479039669036865,17172,REBAL_ADD
2011-06-30,BBDC3.SA,BUY,4.907027721405029,9966,REBAL_ADD
2011-06-30,ALPA3.SA,BUY,5.926926612854004,8251,REBAL_ADD
2011-06-30,USIM3.SA,BUY,18.75516700744629,2607,REBAL_ADD
2011-06-30,ELET3.SA,BUY,12.071622848510742,4051,REBAL_ADD
2011-06-30,GEPA3.SA,BUY,11.179766654968262,4374,REBAL_ADD
2011-06-30,VLID3.SA,BUY,10.502184867858888,4656,REBAL_ADD
2011-06-30,PMAM3.SA,BUY,82.09932708740234,595,REBAL_ADD
2011-06-30,RAPT3.SA,BUY,6.914525508880615,7073,REBAL_ADD
2011-07-04,ALPA3.SA,SELL,5.452771186828613,8251,STOP_LOSS
2011-07-08,TCSA3.SA,SELL,86.20860290527344,521,TRAIL_STOP
2011-07-12,USIM3.SA,SELL,16.70232391357422,2607,TRAIL_STOP
2011-07-12,RAPT3.SA,SELL,6.350074291229248,7073,STOP_LOSS
2011-07-13,PMAM3.SA,SELL,84.21697235107422,595,TRAIL_STOP
2011-07-14,GUAR3.SA,SELL,7.35187816619873,6151,STOP_LOSS
2011-07-14,ENEV3.SA,SELL,130.6939697265625,340,STOP_LOSS
2011-07-14,BBDC3.SA,SELL,4.509796142578125,9966,STOP_LOSS
2011-07-19,ELET3.SA,SELL,10.97945499420166,4051,STOP_LOSS
2011-07-22,VLID3.SA,SELL,9.575064659118652,4656,STOP_LOSS
2011-07-27,JHSF3.SA,SELL,2.704086780548096,16697,TRAIL_STOP
2011-08-04,LIGT3.SA,SELL,19.08182144165039,2808,TRAIL_STOP
2011-08-05,CMIG3.SA,SELL,2.583217144012451,17172,STOP_LOSS
2011-08-08,VIVT3.SA,SELL,7.504507064819336,5825,TRAIL_STOP
2011-08-09,BGIP3.SA,SELL,10.2385892868042,4291,TRAIL_STOP
2011-08-16,COCE3.SA,SELL,17.49533462524414,2961,TRAIL_STOP
2011-08-31,VIVT3.SA,BUY,8.899765014648438,5160,REBAL_ADD
2011-08-31,ODPV3.SA,BUY,4.967641830444336,9245,REBAL_ADD
2011-08-31,ENGI3.SA,BUY,1.2513731718063354,36704,REBAL_ADD
2011-08-31,TCSA3.SA,BUY,82.57111358642578,556,REBAL_ADD
2011-08-31,BRFS3.SA,BUY,26.39692687988281,1739,REBAL_ADD
2011-08-31,JHSF3.SA,BUY,2.8613014221191406,16052,REBAL_ADD
2011-08-31,COCE3.SA,BUY,17.563756942749023,2615,REBAL_ADD
2011-08-31,ECOR3.SA,BUY,8.35149097442627,5499,REBAL_ADD
2011-08-31,PNVL3.SA,BUY,2.6255006790161133,17494,REBAL_ADD
2011-08-31,UNIP3.SA,BUY,1.014061450958252,45293,REBAL_ADD
2011-08-31,TEND3.SA,BUY,4.511235237121582,10181,REBAL_ADD
2011-08-31,BNBR3.SA,BUY,10.44399070739746,4397,REBAL_ADD
2011-08-31,ABEV3.SA,BUY,5.259030342102051,8733,REBAL_ADD
2011-08-31,ITSA3.SA,BUY,2.565741062164306,17901,REBAL_ADD
2011-08-31,TPIS3.SA,BUY,26.40522575378418,1739,REBAL_ADD
2011-08-31,PLAS3.SA,BUY,113.37028503417967,405,REBAL_ADD
2011-09-13,MSPA3.SA,SELL,25.70294189453125,1750,STOP_LOSS
2011-09-14,TCSA3.SA,SELL,76.89661407470703,556,TRAIL_STOP
2011-09-22,JHSF3.SA,SELL,2.6097590923309326,16052,STOP_LOSS
2011-09-22,UNIP3.SA,SELL,0.9013880491256714,45293,TRAIL_STOP
2011-09-22,PLAS3.SA,SELL,103.46895599365234,405,TRAIL_STOP
2011-09-30,COCE3.SA,SELL,18.242361068725582,2615,REBAL_DROP
2011-09-30,ECOR3.SA,SELL,8.35149097442627,5499,REBAL_DROP
2011-09-30,PNVL3.SA,SELL,2.5622055530548096,17494,REBAL_DROP
2011-09-30,MSPA3.SA,BUY,25.69538307189941,1707,REBAL_ADD
2011-09-30,PLAS3.SA,BUY,106.4393539428711,412,REBAL_ADD
2011-09-30,TOTS3.SA,BUY,8.373174667358398,5238,REBAL_ADD
2011-09-30,BGIP3.SA,BUY,13.319330215454102,3293,REBAL_ADD
2011-09-30,UNIP3.SA,BUY,0.9689921736717224,45268,REBAL_ADD
2011-09-30,CSMG3.SA,BUY,4.722018718719482,9289,REBAL_ADD
2011-09-30,BEES3.SA,BUY,1.3279527425765991,33032,REBAL_ADD
2011-09-30,USIM3.SA,BUY,17.17359733581543,2554,REBAL_ADD
2011-10-04,TOTS3.SA,SELL,7.690237998962402,5238,STOP_LOSS
2011-10-04,UNIP3.SA,SELL,0.8788532614707947,45268,STOP_LOSS
2011-10-04,USIM3.SA,SELL,15.288496017456056,2554,STOP_LOSS
2011-10-14,MSPA3.SA,SELL,21.78817367553711,1707,TRAIL_STOP
2011-10-31,PEAB3.SA,SELL,9.491833686828612,5180,REBAL_DROP
2011-10-31,VIVT3.SA,SELL,9.297930717468262,5160,REBAL_DROP
2011-10-31,ODPV3.SA,SELL,4.877324104309082,9245,REBAL_DROP
2011-10-31,ABEV3.SA,SELL,5.370106220245361,8733,REBAL_DROP
2011-10-31,CSMG3.SA,SELL,4.912486553192139,9289,REBAL_DROP
2011-10-31,BEES3.SA,SELL,1.4717583656311035,33032,REBAL_DROP
2011-10-31,COCE3.SA,BUY,19.27451705932617,2281,REBAL_ADD
2011-10-31,GGBR3.SA,BUY,5.664895534515381,7762,REBAL_ADD
2011-10-31,CSAN3.SA,BUY,4.104724884033203,10712,REBAL_ADD
2011-10-31,GOAU3.SA,BUY,8.377847671508789,5248,REBAL_ADD
2011-10-31,MYPK3.SA,BUY,15.325112342834473,2869,REBAL_ADD
2011-10-31,USIM3.SA,BUY,19.9772891998291,2201,REBAL_ADD
2011-10-31,VLID3.SA,BUY,10.283535957336426,4275,REBAL_ADD
2011-10-31,WEGE3.SA,BUY,2.185790777206421,20117,REBAL_ADD
2011-10-31,EQTL3.SA,BUY,1.7640128135681152,24927,REBAL_ADD
2011-10-31,PATI3.SA,BUY,5.380073070526123,8173,REBAL_ADD
2011-11-03,USIM3.SA,SELL,18.34779167175293,2201,STOP_LOSS
2011-11-10,MYPK3.SA,SELL,14.038031578063965,2869,STOP_LOSS
2011-11-11,COCE3.SA,SELL,17.59227180480957,2281,STOP_LOSS
2011-11-18,GGBR3.SA,SELL,5.196371078491211,7762,STOP_LOSS
2011-11-21,WEGE3.SA,SELL,1.9726535081863403,20117,STOP_LOSS
2011-11-22,GOAU3.SA,SELL,7.609221935272217,5248,STOP_LOSS
2011-11-24,PLAS3.SA,SELL,102.47882080078124,412,TRAIL_STOP
2011-11-30,GEPA3.SA,SELL,12.368741035461426,4374,REBAL_DROP
2011-11-30,ENGI3.SA,SELL,1.2458362579345703,36704,REBAL_DROP
2011-11-30,TPIS3.SA,SELL,28.04245948791504,1739,REBAL_DROP
2011-11-30,BGIP3.SA,SELL,13.473750114440918,3293,REBAL_DROP
2011-11-30,EQTL3.SA,SELL,1.803213119506836,24927,REBAL_DROP
2011-11-30,ABEV3.SA,BUY,5.7454118728637695,7555,REBAL_ADD
2011-11-30,RADL3.SA,BUY,2.0844264030456543,20825,REBAL_ADD
2011-11-30,PNVL3.SA,BUY,3.2476706504821777,13366,REBAL_ADD
2011-11-30,ENEV3.SA,BUY,159.04168701171875,272,REBAL_ADD
2011-11-30,CMIG3.SA,BUY,2.790945291519165,15553,REBAL_ADD
2011-11-30,RENT3.SA,BUY,5.9225006103515625,7329,REBAL_ADD
2011-11-30,SCAR3.SA,BUY,19.62724876403809,2211,REBAL_ADD
2011-11-30,USIM3.SA,BUY,14.218141555786133,3053,REBAL_ADD
2011-11-30,MULT3.SA,BUY,8.734396934509277,4969,REBAL_ADD
2011-11-30,TOTS3.SA,BUY,8.530172348022461,5088,REBAL_ADD
2011-11-30,JHSF3.SA,BUY,3.137998104095459,13833,REBAL_ADD
2011-11-30,TGMA3.SA,BUY,14.329906463623049,3029,REBAL_ADD
2011-12-19,PNVL3.SA,SELL,2.9571778774261475,13366,STOP_LOSS
2011-12-19,USIM3.SA,SELL,13.786805152893066,3053,TRAIL_STOP
2012-01-31,CEEB3.SA,SELL,20.342426300048828,3435,REBAL_DROP
2012-01-31,BRFS3.SA,SELL,29.650279998779297,1739,REBAL_DROP
2012-01-31,TEND3.SA,SELL,4.511235237121582,10181,REBAL_DROP
2012-01-31,VLID3.SA,SELL,10.95594310760498,4275,REBAL_DROP
2012-01-31,PATI3.SA,SELL,5.376604080200195,8173,REBAL_DROP
2012-01-31,ENEV3.SA,SELL,172.66331481933594,272,REBAL_DROP
2012-01-31,RENT3.SA,SELL,6.218598365783691,7329,REBAL_DROP
2012-01-31,SCAR3.SA,SELL,20.25986099243164,2211,REBAL_DROP
2012-01-31,TOTS3.SA,SELL,7.913730621337891,5088,REBAL_DROP
2012-01-31,BEES3.SA,BUY,1.7189232110977173,27371,REBAL_ADD
2012-01-31,FLRY3.SA,BUY,6.164124965667725,7632,REBAL_ADD
2012-01-31,SANB3.SA,BUY,3.7610349655151367,12509,REBAL_ADD
2012-01-31,MYPK3.SA,BUY,18.61222267150879,2527,REBAL_ADD
2012-01-31,LOGN3.SA,BUY,32.792118072509766,1434,REBAL_ADD
2012-01-31,MDIA3.SA,BUY,12.279271125793455,3831,REBAL_ADD
2012-01-31,AGRO3.SA,BUY,4.894165992736816,9613,REBAL_ADD
2012-01-31,CPFE3.SA,BUY,13.802459716796877,3408,REBAL_ADD
2012-01-31,ELET3.SA,BUY,10.372693061828612,4535,REBAL_ADD
2012-01-31,SBSP3.SA,BUY,13.478692054748535,3490,REBAL_ADD
2012-01-31,GRND3.SA,BUY,1.422579646110535,33073,REBAL_ADD
2012-02-09,LOGN3.SA,SELL,28.867528915405277,1434,TRAIL_STOP
2012-02-15,BNBR3.SA,SELL,11.736150741577148,4397,TRAIL_STOP
2012-02-29,ITSA3.SA,SELL,3.043607473373413,17901,REBAL_DROP
